#.ttime_rel	Q	CODt	CODs	TSS	NH4	PO4
#d	m3/h	g/m3	g/m3	g/m3	g/m3	g/m3
246.03662	4207.6073	654.84	197.3	295.392	39.5	8
246.04009	4097.5813	654.84	197.3	295.392	39.5	8
246.04356	4193.394	642	195.327	289.6	39.105	7.92
246.04704	4218.1939	642	195.327	289.6	39.105	7.92
246.05051	4028.5764	642	195.327	289.6	39.105	7.92
246.05398	4054.7977	642	195.327	289.6	39.105	7.92
246.05745	4202.1269	642	195.327	289.6	39.105	7.92
246.06093	4174.48	642	195.327	289.6	39.105	7.92
246.0644	4093.9305	642	195.327	289.6	39.105	7.92
246.06787	3929.959	642	195.327	289.6	39.105	7.92
246.07134	3828.408	642	195.327	289.6	39.105	7.92
246.07481	3972.0974	642	195.327	289.6	39.105	7.92
246.07829	3908.3744	642	195.327	289.6	39.105	7.92
246.08176	3986.2328	642	195.327	289.6	39.105	7.92
246.08523	4088.9245	622.74	193.354	280.912	38.71	7.84
246.0887	3859.2871	622.74	193.354	280.912	38.71	7.84
246.09218	3736.0902	622.74	193.354	280.912	38.71	7.84
246.09565	3714.2411	622.74	193.354	280.912	38.71	7.84
246.09912	3680.9079	622.74	193.354	280.912	38.71	7.84
246.10259	3690.8362	622.74	193.354	280.912	38.71	7.84
246.10606	3665.2627	622.74	193.354	280.912	38.71	7.84
246.10954	3738.0267	622.74	193.354	280.912	38.71	7.84
246.11301	3713.429	622.74	193.354	280.912	38.71	7.84
246.11648	3686.9881	622.74	193.354	280.912	38.71	7.84
246.11995	3784.7001	622.74	193.354	280.912	38.71	7.84
246.12342	3669.1746	621.8042	193.44986	280.48987	38.729192	7.843887
246.1269	3522.0671	603.48	195.327	272.224	39.105	7.92
246.13037	3500.7458	603.48	195.327	272.224	39.105	7.92
246.13384	3522.1551	603.48	195.327	272.224	39.105	7.92
246.13731	3505.6321	603.48	195.327	272.224	39.105	7.92
246.14079	3455.6914	603.48	195.327	272.224	39.105	7.92
246.14426	3455.1993	603.48	195.327	272.224	39.105	7.92
246.14773	3512.7779	603.48	195.327	272.224	39.105	7.92
246.1512	3531.8306	603.48	195.327	272.224	39.105	7.92
246.15467	3515.9741	603.48	195.327	272.224	39.105	7.92
246.15815	3487.9149	603.48	195.327	272.224	39.105	7.92
246.16162	3434.7136	603.48	195.327	272.224	39.105	7.92
246.16509	3482.9656	603.48	195.327	272.224	39.105	7.92
246.16856	3490.1228	571.38	191.381	257.744	38.315	7.76
246.17204	3455.8892	571.38	191.381	257.744	38.315	7.76
246.17551	3451.1337	571.38	191.381	257.744	38.315	7.76
246.17898	2637.234	571.38	191.381	257.744	38.315	7.76
246.18245	3019.7861	571.38	191.381	257.744	38.315	7.76
246.18592	4078.377	571.38	191.381	257.744	38.315	7.76
246.1894	3845.4113	571.38	191.381	257.744	38.315	7.76
246.19287	2487.9147	571.38	191.381	257.744	38.315	7.76
246.19634	1625.3208	571.38	191.381	257.744	38.315	7.76
246.19981	2909.0852	571.38	191.381	257.744	38.315	7.76
246.20329	4163.4118	571.38	191.381	257.744	38.315	7.76
246.20676	3856.5254	571.38	191.381	257.744	38.315	7.76
246.21023	2449.1242	539.28	185.462	243.264	37.13	7.52
246.2137	2845.3309	539.28	185.462	243.264	37.13	7.52
246.21717	4055.2728	539.28	185.462	243.264	37.13	7.52
246.22065	3737.3416	539.28	185.462	243.264	37.13	7.52
246.22412	2382.3471	539.28	185.462	243.264	37.13	7.52
246.22759	2774.4265	539.28	185.462	243.264	37.13	7.52
246.23106	3951.799	539.28	185.462	243.264	37.13	7.52
246.23454	3673.9308	539.28	185.462	243.264	37.13	7.52
246.23801	2393.9161	539.28	185.462	243.264	37.13	7.52
246.24148	2762.9743	539.28	185.462	243.264	37.13	7.52
246.24495	3855.284	539.28	185.462	243.264	37.13	7.52
246.24842	3635.637	539.28	185.462	243.264	37.13	7.52
246.2519	2337.9727	513.6	181.516	231.68	36.34	7.36
246.25537	2632.4233	513.6	181.516	231.68	36.34	7.36
246.25884	3792.6889	513.6	181.516	231.68	36.34	7.36
246.26231	3541.4723	513.6	181.516	231.68	36.34	7.36
246.26579	2222.838	513.6	181.516	231.68	36.34	7.36
246.26926	2607.7621	513.6	181.516	231.68	36.34	7.36
246.27273	3687.47	513.6	181.516	231.68	36.34	7.36
246.2762	3369.6616	513.6	181.516	231.68	36.34	7.36
246.27967	2101.7097	513.6	181.516	231.68	36.34	7.36
246.28315	2482.8521	513.6	181.516	231.68	36.34	7.36
246.28662	3704.3365	513.6	181.516	231.68	36.34	7.36
246.29009	2617.3446	513.6	181.516	231.68	36.34	7.36
246.29356	1369.2388	494.34	175.597	222.992	35.155	7.12
246.29703	1661.7129	494.34	175.597	222.992	35.155	7.12
246.30051	3061.1138	494.34	175.597	222.992	35.155	7.12
246.30398	2426.5221	494.34	175.597	222.992	35.155	7.12
246.30745	926.24458	494.34	175.597	222.992	35.155	7.12
246.31092	2708.9184	494.34	175.597	222.992	35.155	7.12
246.3144	2803.2019	494.34	175.597	222.992	35.155	7.12
246.31787	1604.6732	494.34	175.597	222.992	35.155	7.12
246.32134	2600.3474	494.34	175.597	222.992	35.155	7.12
246.32481	1893.7572	494.34	175.597	222.992	35.155	7.12
246.32828	2829.7991	494.34	175.597	222.992	35.155	7.12
246.33176	2825.6996	500.26268	175.389	228.91468	35.097163	7.1115661
246.33523	1019.7172	503.84261	171.10437	236.01861	34.213005	6.9378357
246.3387	2360.5855	513.84255	170.76107	246.01855	34.117548	6.9239158
246.34217	2492.1258	523.84248	170.41777	256.01848	34.02209	6.9099959
246.34565	764.22983	533.84242	170.07447	266.01842	33.926632	6.896076
246.34912	1707.8745	543.84236	169.73117	276.01836	33.831175	6.8821561
246.35259	2283.4377	553.84229	169.38787	286.01829	33.735717	6.8682362
246.35606	1923.4785	563.84223	169.04457	296.01823	33.640259	6.8543163
246.35953	2600.2544	573.84216	168.70127	306.01816	33.544801	6.8403963
246.36301	1382.9406	583.8421	168.35798	316.0181	33.449344	6.8264764
246.36648	1767.4632	593.84204	168.01468	326.01804	33.353886	6.8125565
246.36995	3900.3101	603.84197	167.67138	336.01797	33.258428	6.7986366
246.37342	2109.3841	613.84191	167.32808	346.01791	33.16297	6.7847167
246.3769	135.63085	649.52184	174.66224	367.60184	34.587858	7.0820978
246.38037	1675.4913	659.52178	174.30315	377.60178	34.488012	7.0675379
246.38384	3799.8313	669.52172	173.94407	387.60172	34.388165	7.052978
246.38731	2884.4381	679.52165	173.58499	397.60165	34.288318	7.0384181
246.39078	2478.025	689.52159	173.2259	407.60159	34.188472	7.0238582
246.39426	3114.5667	699.52152	172.86682	417.60152	34.088625	7.0092983
246.39773	3077.9035	709.52146	172.50773	427.60146	33.988779	6.9947384
246.4012	2401.9128	719.5214	172.14865	437.6014	33.888932	6.9801784
246.40467	3307.7294	729.52133	171.78957	447.60133	33.789085	6.9656185
246.40815	3748.4909	739.52127	171.43048	457.60127	33.689239	6.9510586
246.41162	3121.4618	749.5212	171.0714	467.6012	33.589392	6.9364987
246.41509	2467.2549	759.52114	170.71232	477.60114	33.489546	6.9219388
246.41856	3048.3595	827.30108	190.94538	513.66508	37.425817	7.7423368
246.42203	3934.1048	837.30101	190.54289	523.66501	37.313901	7.7260169
246.42551	2931.0197	847.30095	190.1404	533.66495	37.201985	7.709697
246.42898	2176.6307	857.30088	189.73791	543.66488	37.090069	7.6933771
246.43245	2245.5721	867.30082	189.33542	553.66482	36.978153	7.6770572
246.43592	3073.8705	877.30076	188.93293	563.66476	36.866237	7.6607373
246.4394	3653.3115	887.30069	188.53044	573.66469	36.754321	7.6444174
246.44287	3549.1944	897.30063	188.12796	583.66463	36.642405	7.6280975
246.44634	3013.2555	907.30056	187.72547	593.66456	36.530489	7.6117776
246.44981	2495.9176	917.3005	187.32298	603.6645	36.418573	7.5954577
246.45328	3748.4198	927.30044	186.92049	613.66444	36.306657	7.5791378
246.45676	4377.1197	937.30037	186.518	623.66437	36.194741	7.562818
246.46023	3654.1208	1017.9203	198.88814	665.52031	38.559098	8.064395
246.4637	3386.2047	1024.9623	198.45803	672.56232	38.439501	8.0469551
246.46717	3358.2256	1022.4623	198.02792	670.06233	38.319905	8.0295152
246.47064	3580.8602	1019.9623	197.59781	667.56235	38.200308	8.0120753
246.47412	3662.2556	1017.4624	197.1677	665.06237	38.080712	7.9946354
246.47759	3383.1045	1014.9624	196.73759	662.56238	37.961115	7.9771955
246.48106	3836.3783	1012.4624	196.30747	660.0624	37.841519	7.9597557
246.48453	3986.5945	1009.9624	195.87736	657.56241	37.721922	7.9423158
246.48801	3045.8102	1007.4624	195.44725	655.06243	37.602326	7.9248759
246.49148	4092.8568	1004.9624	195.01714	652.56245	37.482729	7.907436
246.49495	5310.5993	1002.4625	194.58703	650.06246	37.363133	7.8899961
246.49842	4560.8379	999.96248	194.15692	647.56248	37.243537	7.8725562
246.50189	4122.0483	1061.6625	200.83605	674.02249	38.486286	8.1433775
246.50537	4612.0092	1059.1625	200.39015	671.52251	38.362301	8.1252976
246.50884	4861.2675	1056.6625	199.94426	669.02253	38.238316	8.1072177
246.51231	4856.5556	1054.1625	199.49836	666.52254	38.114331	8.0891378
246.51578	4731.3708	1051.6626	199.05247	664.02256	37.990345	8.0710579
246.51926	4791.8649	1049.1626	198.60657	661.52257	37.86636	8.0529781
246.52273	4857.9415	1046.6626	198.16068	659.02259	37.742375	8.0348982
246.5262	4499.8338	1044.1626	197.71478	656.52261	37.618389	8.0168183
246.52967	4581.007	1041.6626	197.26889	654.02262	37.494404	7.9987384
246.53314	4989.2164	1039.1626	196.82299	651.52264	37.370419	7.9806585
246.53662	5248.2871	1036.6627	196.3771	649.02265	37.246433	7.9625786
246.54009	5293.0371	1034.1627	195.9312	646.52267	37.122448	7.9444987
246.54356	4849.1952	1063.7627	190.29543	658.50269	36.016203	7.715983
246.54703	5151.6479	1061.2627	189.86137	656.0027	35.895509	7.6983831
246.55051	5797.4932	1058.7627	189.42732	653.50272	35.774815	7.6807832
246.55398	5896.975	1056.2627	188.99326	651.00273	35.654122	7.6631833
246.55745	5034.1688	1053.7627	188.5592	648.50275	35.533428	7.6455834
246.56092	4643.9602	1051.2628	188.12514	646.00277	35.412734	7.6279835
246.56439	5023.5619	1048.7628	187.69109	643.50278	35.292041	7.6103836
246.56787	4671.846	1046.2628	187.25703	641.0028	35.171347	7.5927838
246.57134	4648.9478	1043.7628	186.82297	638.50281	35.050653	7.5751839
246.57481	4932.4752	1041.2628	186.38891	636.00283	34.92996	7.557584
246.57828	5173.2749	1038.7628	185.95486	633.50285	34.809266	7.5399841
246.58176	4805.865	738.3	217.03	333.04	43.45	8.8
246.58523	4672.3816	757.56	205.192	341.728	41.08	8.32
246.5887	5139.4994	757.56	205.192	341.728	41.08	8.32
246.59217	5471.6133	757.56	205.192	341.728	41.08	8.32
246.59564	6814.3009	757.56	205.192	341.728	41.08	8.32
246.59912	7029.0875	767.46117	204.37934	351.62917	40.854033	8.2870489
246.60259	6265.2319	777.46111	203.55858	361.62911	40.625813	8.2537691
246.60606	5560.4726	787.46104	202.73782	371.62904	40.397592	8.2204893
246.60953	4842.2363	797.46098	201.91706	381.62898	40.169371	8.1872095
246.61301	4914.2404	807.46091	201.09629	391.62891	39.94115	8.1539298
246.61648	5266.8929	817.46085	200.27553	401.62885	39.712929	8.12065
246.61995	5541.2343	827.46079	199.45477	411.62879	39.484709	8.0873702
246.62342	4953.8103	837.46072	198.634	421.62872	39.256488	8.0540904
246.62689	4644.8214	847.46066	194.00914	431.62866	38.277724	7.8665643
246.63037	3614.2856	857.46059	193.20416	441.62859	38.053892	7.8339245
246.63384	2543.7014	867.46053	192.39918	451.62853	37.83006	7.8012847
246.63731	3723.3513	877.46047	191.5942	461.62847	37.606228	7.7686449
246.64078	5124.9098	887.4604	190.78923	471.6284	37.382396	7.7360051
246.64425	5429.0846	897.46034	189.98425	481.62834	37.158564	7.7033653
246.64773	5401.9387	907.46027	189.17927	491.62827	36.934732	7.6707255
246.6512	5301.1417	917.46021	188.37429	501.62821	36.7109	7.6380857
246.65467	5292.142	927.46015	187.56931	511.62815	36.487068	7.6054459
246.65814	5186.7501	937.46008	186.76433	521.62808	36.263236	7.5728061
246.66162	3477.1341	947.46002	185.95935	531.62802	36.039405	7.5401663
246.66509	3724.9044	957.45995	185.15437	541.62795	35.815573	7.5075265
246.66856	4881.8296	961.03989	184.34939	548.73189	35.591741	7.4748868
246.67203	4770.8575	971.03983	183.54442	558.73183	35.367909	7.442247
246.6755	3398.1904	981.03976	182.73944	568.73176	35.144077	7.4096072
246.67898	3749.5287	991.0397	181.93446	578.7317	34.920245	7.3769674
246.68245	4886.0248	1001.0396	181.12948	588.73163	34.696413	7.3443276
246.68592	3424.2385	1011.0396	180.3245	598.73157	34.472581	7.3116878
246.68939	3885.5169	1021.0395	179.51952	608.73151	34.248749	7.279048
246.69287	4987.7899	1031.0394	178.71454	618.73144	34.024917	7.2464082
246.69634	3510.5121	1041.0394	177.90956	628.73138	33.801086	7.2137684
246.69981	3794.6872	1051.0393	177.10459	638.73131	33.577254	7.1811286
246.70328	4939.2056	1061.0393	176.29961	648.73125	33.353422	7.1484888
246.70675	5064.2725	1071.0392	175.49463	658.73119	33.12959	7.1158491
246.71023	5153.8736	1055.3591	174.68965	657.14712	32.905758	7.0832093
246.7137	3501.6482	1065.3591	173.88467	667.14706	32.681926	7.0505695
246.71717	3768.9756	1075.359	173.07969	677.14699	32.458094	7.0179297
246.72064	4927.2236	1085.3589	172.27471	687.14693	32.234262	6.9852899
246.72412	4970.3625	1095.3589	171.46973	697.14687	32.01043	6.9526501
246.72759	4957.3422	1105.3588	170.66475	707.1468	31.786598	6.9200103
246.73106	4890.7772	1109.0836	169.85978	710.87163	31.562767	6.8873705
246.73453	5049.0998	1106.5836	169.0548	708.37165	31.338935	6.8547307
246.738	3443.317	1104.0837	168.24982	705.87166	31.115103	6.8220909
246.74148	3631.6566	1101.5837	167.44484	703.37168	30.891271	6.7894511
246.74495	3389.6423	1099.0837	166.63986	700.87169	30.667439	6.7568114
246.74842	3723.8123	1096.5837	165.83488	698.37171	30.443607	6.7241716
246.75189	4723.637	1068.4037	171.50166	684.28773	31.404864	6.9539448
246.75537	4770.0588	1065.9037	170.66512	681.78774	31.172255	6.920025
246.75884	4900.9139	1063.4038	169.82857	679.28776	30.939645	6.8861052
246.76231	4933.1099	1060.9038	168.99202	676.78777	30.707036	6.8521854
246.76578	4860.9344	1058.4038	168.15548	674.28779	30.474426	6.8182657
246.76925	3379.3807	1055.9038	167.31893	671.78781	30.241816	6.7843459
246.77273	3671.3127	1053.4038	166.48238	669.28782	30.009207	6.7504261
246.7762	2274.377	1050.9038	165.64584	666.78784	29.776597	6.7165063
246.77967	2882.1591	1048.4039	164.80929	664.28785	29.543987	6.6825865
246.78314	4935.843	1045.9039	163.97274	661.78787	29.311378	6.6486667
246.78662	4958.9556	1043.4039	163.1362	659.28789	29.078768	6.614747
246.79009	5095.2825	1040.9039	162.29965	656.7879	28.846159	6.5808272
246.79356	5280.8678	1025.5639	162.98634	648.49592	28.883488	6.6086707
246.79703	5181.9909	1023.0639	162.1419	645.99593	28.648684	6.5744309
246.8005	4897.4835	1020.564	161.29746	643.49595	28.41388	6.5401911
246.80398	4138.9286	1018.064	160.45302	640.99597	28.179076	6.5059513
246.80745	4663.2581	1015.564	159.60859	638.49598	27.944272	6.4717115
246.81092	4076.8545	1013.064	158.76415	635.996	27.709468	6.4374718
246.81439	4167.8373	1010.564	157.91971	633.49601	27.474664	6.403232
246.81786	3673.7409	1008.064	157.07527	630.99603	27.23986	6.3689922
246.82134	2989.8512	1005.564	156.23083	628.49605	27.005056	6.3347524
246.82481	4491.8485	1003.0641	155.38639	625.99606	26.770252	6.3005126
246.82828	3861.2089	1000.5641	154.54195	623.49608	26.535448	6.2662729
246.83175	4201.7433	998.06409	153.69752	620.99609	26.300643	6.2320331
246.83523	4096.582	982.72411	147.13894	612.70411	25.091416	5.9661001
246.8387	2865.4873	980.22413	146.32607	610.20413	24.865389	5.9331403
246.84217	4244.6176	977.72414	145.5132	607.70414	24.639363	5.9001805
246.84564	5225.7866	975.22416	144.70033	605.20416	24.413337	5.8672207
246.84911	3689.6786	972.72417	143.88746	602.70417	24.18731	5.8342609
246.85259	2969.5165	674.1	203.219	304.08	40.685	8.24
246.85606	4388.9496	674.1	203.219	304.08	40.685	8.24
246.85953	5162.8214	674.1	203.219	304.08	40.685	8.24
246.863	5291.3474	674.1	203.219	304.08	40.685	8.24
246.86648	5448.8387	674.1	203.219	304.08	40.685	8.24
246.86995	3998.3732	674.1	203.219	304.08	40.685	8.24
246.87342	4391.8011	674.1	203.219	304.08	40.685	8.24
246.87689	5585.1888	674.1	197.3	304.08	39.5	8
246.88036	5253.1747	674.1	197.3	304.08	39.5	8
246.88384	5334.0364	674.1	197.3	304.08	39.5	8
246.88731	4173.7269	674.1	197.3	304.08	39.5	8
246.89078	4285.3067	674.1	197.3	304.08	39.5	8
246.89425	5191.2788	674.1	197.3	304.08	39.5	8
246.89773	5302.8635	674.1	197.3	304.08	39.5	8
246.9012	5461.8324	674.1	197.3	304.08	39.5	8
246.90467	5390.6006	674.1	197.3	304.08	39.5	8
246.90814	5336.4595	674.1	197.3	304.08	39.5	8
246.91161	5515.7832	674.1	197.3	304.08	39.5	8
246.91509	5531.7037	674.1	197.3	304.08	39.5	8
246.91856	3889.3878	686.94	193.354	309.872	38.71	7.84
246.92203	3877.016	686.94	193.354	309.872	38.71	7.84
246.9255	3478.0615	686.94	193.354	309.872	38.71	7.84
246.92898	3701.6895	686.94	193.354	309.872	38.71	7.84
246.93245	3925.4702	686.94	193.354	309.872	38.71	7.84
246.93592	4047.7862	686.94	193.354	309.872	38.71	7.84
246.93939	4788.1319	686.94	193.354	309.872	38.71	7.84
246.94286	4720.3932	686.94	193.354	309.872	38.71	7.84
246.94634	4564.0868	686.94	193.354	309.872	38.71	7.84
246.94981	3312.5588	686.94	193.354	309.872	38.71	7.84
246.95328	3935.8812	686.94	193.354	309.872	38.71	7.84
246.95675	4986.8676	686.94	193.354	309.872	38.71	7.84
246.96023	4699.5524	686.94	193.354	309.872	38.71	7.84
246.9637	3506.898	686.94	193.354	309.872	38.71	7.84
246.96717	3759.4088	686.94	193.354	309.872	38.71	7.84
246.97064	4758.7536	686.94	193.354	309.872	38.71	7.84
246.97411	3340.1814	686.94	193.354	309.872	38.71	7.84
246.97759	2412.2913	686.94	193.354	309.872	38.71	7.84
246.98106	4128.7423	686.94	193.354	309.872	38.71	7.84
246.98453	5039.0805	686.94	193.354	309.872	38.71	7.84
246.988	4641.3959	686.94	193.354	309.872	38.71	7.84
246.99147	4813.9886	686.94	193.354	309.872	38.71	7.84
246.99495	3927.9519	686.94	193.354	309.872	38.71	7.84
246.99842	3971.8152	686.94	193.354	309.872	38.71	7.84
247.00189	4672.3982	654.84	197.3	295.392	39.5	8
247.00536	4631.499	654.84	197.3	295.392	39.5	8
247.00884	4817.8526	654.84	197.3	295.392	39.5	8
247.01231	4929.7556	654.84	197.3	295.392	39.5	8
247.01578	3779.5549	654.84	197.3	295.392	39.5	8
247.01925	4017.9101	654.84	197.3	295.392	39.5	8
247.02272	4966.3704	654.84	197.3	295.392	39.5	8
247.0262	4897.847	654.84	197.3	295.392	39.5	8
247.02967	4862.2917	654.84	197.3	295.392	39.5	8
247.03314	3583.4431	654.84	197.3	295.392	39.5	8
247.03661	3777.1166	654.84	197.3	295.392	39.5	8
247.04009	5113.6441	654.84	197.3	295.392	39.5	8
247.04356	5468.015	642	195.327	289.6	39.105	7.92
247.04703	5299.4221	642	195.327	289.6	39.105	7.92
247.0505	5089.8467	642	195.327	289.6	39.105	7.92
247.05397	5328.5299	642	195.327	289.6	39.105	7.92
247.05745	3984.2076	642	195.327	289.6	39.105	7.92
247.06092	2868.0383	642	195.327	289.6	39.105	7.92
247.06439	4453.3509	642	195.327	289.6	39.105	7.92
247.06786	5270.7533	642	195.327	289.6	39.105	7.92
247.07134	5038.1963	642	195.327	289.6	39.105	7.92
247.07481	5143.4232	642	195.327	289.6	39.105	7.92
247.07828	4944.7746	642	195.327	289.6	39.105	7.92
247.08175	2818.1988	642	195.327	289.6	39.105	7.92
247.08522	3391.1581	622.74	193.354	280.912	38.71	7.84
247.0887	5014.0642	622.74	193.354	280.912	38.71	7.84
247.09217	3506.8449	622.74	193.354	280.912	38.71	7.84
247.09564	3637.4653	622.74	193.354	280.912	38.71	7.84
247.09911	4540.2148	622.74	193.354	280.912	38.71	7.84
247.10259	3403.1343	622.74	193.354	280.912	38.71	7.84
247.10606	3807.3301	622.74	193.354	280.912	38.71	7.84
247.10953	4724.3838	622.74	193.354	280.912	38.71	7.84
247.113	4480.0679	622.74	193.354	280.912	38.71	7.84
247.11647	4469.0704	622.74	193.354	280.912	38.71	7.84
247.11995	2187.0422	622.74	193.354	280.912	38.71	7.84
247.12342	2711.3132	622.74	193.354	280.912	38.71	7.84
247.12689	4661.9364	603.48	195.327	272.224	39.105	7.92
247.13036	3233.243	603.48	195.327	272.224	39.105	7.92
247.13384	3413.7097	603.48	195.327	272.224	39.105	7.92
247.13731	4293.2109	603.48	195.327	272.224	39.105	7.92
247.14078	4449.1383	603.48	195.327	272.224	39.105	7.92
247.14425	4626.3516	603.48	195.327	272.224	39.105	7.92
247.14772	3324.8983	603.48	195.327	272.224	39.105	7.92
247.1512	2305.0839	603.48	195.327	272.224	39.105	7.92
247.15467	2319.3605	603.48	195.327	272.224	39.105	7.92
247.15814	3573.6926	603.48	195.327	272.224	39.105	7.92
247.16161	4501.1399	603.48	195.327	272.224	39.105	7.92
247.16508	3376.6643	603.48	195.327	272.224	39.105	7.92
247.16856	3657.8045	571.38	191.381	257.744	38.315	7.76
247.17203	3382.0137	571.38	191.381	257.744	38.315	7.76
247.1755	3436.8034	571.38	191.381	257.744	38.315	7.76
247.17897	1994.0415	571.38	191.381	257.744	38.315	7.76
247.18245	2538.1045	571.38	191.381	257.744	38.315	7.76
247.18592	3284.9386	571.38	191.381	257.744	38.315	7.76
247.18939	2242.3639	571.38	191.381	257.744	38.315	7.76
247.19286	2317.8857	571.38	191.381	257.744	38.315	7.76
247.19633	3532.7419	571.38	191.381	257.744	38.315	7.76
247.19981	2168.365	571.38	191.381	257.744	38.315	7.76
247.20328	2762.9584	571.38	191.381	257.744	38.315	7.76
247.20675	3534.4118	571.38	191.381	257.744	38.315	7.76
247.21022	2771.9399	539.28	185.462	243.264	37.13	7.52
247.2137	3301.4527	539.28	185.462	243.264	37.13	7.52
247.21717	3938.6131	539.28	185.462	243.264	37.13	7.52
247.22064	4242.104	539.28	185.462	243.264	37.13	7.52
247.22411	1994.0898	539.28	185.462	243.264	37.13	7.52
247.22758	2545.9944	539.28	185.462	243.264	37.13	7.52
247.23106	3162.6661	539.28	185.462	243.264	37.13	7.52
247.23453	2206.3481	539.28	185.462	243.264	37.13	7.52
247.238	2318.5901	539.28	185.462	243.264	37.13	7.52
247.24147	2621.8064	539.28	185.462	243.264	37.13	7.52
247.24495	1403.2737	539.28	185.462	243.264	37.13	7.52
247.24842	2569.2599	539.28	185.462	243.264	37.13	7.52
247.25189	2109.4052	519.0719	181.516	237.1519	36.34	7.36
247.25536	2325.9176	529.07183	181.516	247.15183	36.34	7.36
247.25883	3225.8548	539.07177	181.516	257.15177	36.34	7.36
247.26231	2449.6198	549.07171	181.516	267.15171	36.34	7.36
247.26578	2490.9734	559.07164	181.516	277.15164	36.34	7.36
247.26925	3692.3288	569.07158	181.516	287.15158	36.34	7.36
247.27272	2231.979	579.07151	181.516	297.15151	36.34	7.36
247.2762	2694.1679	589.07145	181.516	307.15145	36.34	7.36
247.27967	3449.75	599.07139	181.516	317.15139	36.34	7.36
247.28314	2401.128	609.07132	181.516	327.15132	36.34	7.36
247.28661	2458.857	619.07126	181.516	337.15126	36.34	7.36
247.29008	3604.6995	629.07119	181.516	347.15119	36.34	7.36
247.29356	2175.9563	619.81113	175.597	348.46313	35.155	7.12
247.29703	2630.4999	629.81107	175.597	358.46307	35.155	7.12
247.3005	4686.0613	639.811	175.597	368.463	35.155	7.12
247.30397	3585.6086	649.81094	175.597	378.46294	35.155	7.12
247.30745	3981.3223	659.81087	175.597	388.46287	35.155	7.12
247.31092	2334.852	669.81081	175.597	398.46281	35.155	7.12
247.31439	32.438032	679.81075	175.597	408.46275	35.155	7.12
247.31786	2920.871	689.81068	175.597	418.46268	35.155	7.12
247.32133	2445.7084	699.81062	175.597	428.46262	35.155	7.12
247.32481	152.27847	709.81055	175.597	438.46255	35.155	7.12
247.32828	3013.6673	719.81049	175.597	448.46249	35.155	7.12
247.33175	2438.5776	729.81043	175.597	458.46243	35.155	7.12
247.33522	69.693336	733.39036	171.651	465.56636	34.365	6.96
247.33869	2878.8666	743.3903	171.651	475.5663	34.365	6.96
247.34217	2391.5317	753.39023	171.651	485.56623	34.365	6.96
247.34564	750.09934	763.39017	171.651	495.56617	34.365	6.96
247.34911	3568.4412	773.39011	171.651	505.56611	34.365	6.96
247.35258	3981.1965	783.39004	171.651	515.56604	34.365	6.96
247.35606	1386.1694	793.38998	171.651	525.56598	34.365	6.96
247.35953	3079.7298	803.38991	171.651	535.56591	34.365	6.96
247.363	4159.5605	813.38985	171.651	545.56585	34.365	6.96
247.36647	1487.8809	823.38979	171.651	555.56579	34.365	6.96
247.36994	1284.4811	833.38972	171.651	565.56572	34.365	6.96
247.37342	2625.1621	843.38966	171.651	575.56566	34.365	6.96
247.37689	2855.1857	879.06959	179.543	597.14959	35.945	7.28
247.38036	1272.547	889.06953	179.543	607.14953	35.945	7.28
247.38383	2991.9573	894.41452	179.543	612.49452	35.945	7.28
247.38731	4117.7841	891.91454	179.543	609.99454	35.945	7.28
247.39078	2938.4875	889.41455	179.543	607.49455	35.945	7.28
247.39425	1414.4969	886.91457	179.543	604.99457	35.945	7.28
247.39772	1365.611	884.41458	179.543	602.49458	35.945	7.28
247.40119	1178.6368	881.9146	179.543	599.9946	35.945	7.28
247.40467	177.62184	879.41462	179.543	597.49462	35.945	7.28
247.40814	485.816	876.91463	179.543	594.99463	35.945	7.28
247.41161	3377.8337	874.41465	179.543	592.49465	35.945	7.28
247.41508	4360.804	871.91466	162.46958	589.99466	31.197575	6.5877173
247.41856	1619.3678	927.19468	181.70627	613.55868	34.856795	7.3677149
247.42203	1951.1085	924.6947	181.30378	611.0587	34.744879	7.351395
247.4255	4600.7647	922.19471	180.90129	608.55871	34.632963	7.3350751
247.42897	2647.5098	919.69473	180.4988	606.05873	34.521047	7.3187552
247.43244	2182.0705	917.19474	180.09631	603.55874	34.409131	7.3024353
247.43592	5075.4835	914.69476	179.69382	601.05876	34.297215	7.2861154
247.43939	5900.0497	912.19478	179.29133	598.55878	34.185299	7.2697955
247.44286	2919.2141	909.69479	178.88884	596.05879	34.073383	7.2534756
247.44633	2345.7745	907.19481	178.48635	593.55881	33.961467	7.2371557
247.44981	4996.9789	904.69482	178.08386	591.05882	33.849551	7.2208358
247.45328	4675.0908	902.19484	177.68137	588.55884	33.737635	7.2045159
247.45675	1998.4773	899.69486	177.27888	586.05886	33.625719	7.188196
247.46022	3611.5076	967.81487	189.01497	615.41487	35.81377	7.6640637
247.46369	5124.4116	965.31489	188.58486	612.91489	35.694174	7.6466238
247.46717	3884.0256	962.8149	188.15475	610.4149	35.574577	7.6291839
247.47064	3133.361	960.31492	187.72464	607.91492	35.454981	7.611744
247.47411	4506.1847	957.81494	187.29453	605.41494	35.335384	7.5943042
247.47758	4723.2275	955.31495	186.86441	602.91495	35.215788	7.5768643
247.48106	4884.4935	952.81497	186.4343	600.41497	35.096191	7.5594244
